LOCATION,DATE,T_MAX,T_MIN,T_MEAN,WEEKDAY,IS_HOLIDAY,HOLIDAY_NAME,TOTAL_DEMAND,DEMAND_LAG1,DEMAND_LAG7
Bankstown,2012-02-10,25.5,19.1,21.28,5,0,,401583.03,404749.2,401093.56
Bankstown,2012-02-11,23.5,16.0,19.53,6,0,,365333.63,401583.03,376934.6
Bankstown,2012-02-12,25.5,14.4,18.78,7,0,,354312.29,365333.63,376712.18
Bankstown,2012-02-13,24.4,16.6,20.54,1,0,,401761.24,354312.29,413383.51
Bankstown,2012-02-14,23.8,16.8,19.77,2,0,,406032.66,401761.24,405863.72
Bankstown,2012-02-15,25.1,17.5,21.18,3,0,,410666.87,406032.66,397436.69
Bankstown,2012-02-16,26.4,16.0,21.7,4,0,,418259.75,410666.87,404749.2
Bankstown,2012-02-17,27.4,16.3,21.44,5,0,,414948.79,418259.75,401583.03
Bankstown,2012-02-18,25.1,17.9,21.74,6,0,,381431.9,414948.79,365333.63
Bankstown,2012-02-19,27.6,18.1,22.69,7,0,,379125.76,381431.9,354312.29
Bankstown,2012-02-20,26.2,18.3,21.81,1,0,,422779.17,379125.76,401761.24
Bankstown,2012-02-21,24.4,19.1,21.44,2,0,,408664.31,422779.17,406032.66
Bankstown,2012-02-22,24.2,16.3,20.12,3,0,,405602.37,408664.31,410666.87
Bankstown,2012-02-23,27.9,15.7,21.72,4,0,,424686.13,405602.37,418259.75
Bankstown,2012-02-24,28.3,16.4,21.96,5,0,,431871.51,424686.13,414948.79
Bankstown,2012-02-25,26.6,16.1,21.4,6,0,,390574.51,431871.51,381431.9
Bankstown,2012-02-26,27.2,20.6,23.57,7,0,,378172.33,390574.51,379125.76
Bankstown,2012-02-27,28.5,21.3,24.29,1,0,,441327.62,378172.33,422779.17
Bankstown,2012-02-28,31.2,21.7,25.58,2,0,,458149.03,441327.62,408664.31
Bankstown,2012-02-29,21.5,19.7,20.58,3,0,,419358.97,458149.03,405602.37
Bankstown,2012-03-01,29.9,18.9,23.45,4,0,,429840.48,419358.97,424686.13
Bankstown,2012-03-02,20.1,17.2,18.53,5,0,,400214.87,429840.48,431871.51
Bankstown,2012-03-03,21.3,17.2,19.02,6,0,,366804.55,400214.87,390574.51
Bankstown,2012-03-04,28.4,20.1,23.07,7,0,,371419.67,366804.55,378172.33
Bankstown,2012-03-05,25.5,17.8,21.98,1,0,,408569.64,371419.67,441327.62
Bankstown,2012-03-06,22.1,17.8,20.01,2,0,,399739.26,408569.64,458149.03
Bankstown,2012-03-07,20.7,15.5,17.78,3,0,,388772.94,399739.26,419358.97
Bankstown,2012-03-08,20.4,14.5,16.55,4,0,,392528.56,388772.94,429840.48
Bankstown,2012-03-09,27.5,12.3,18.99,5,0,,392942.73,392528.56,400214.87
Bankstown,2012-03-10,25.2,14.1,19.37,6,0,,363340.2,392942.73,366804.55
Bankstown,2012-03-11,25.0,14.7,20.42,7,0,,351846.82,363340.2,371419.67
Bankstown,2012-03-12,24.1,16.9,20.69,1,0,,394771.71,351846.82,408569.64
Bankstown,2012-03-13,25.5,13.9,19.7,2,0,,404850.13,394771.71,399739.26
Bankstown,2012-03-14,25.3,15.3,20.39,3,0,,408800.41,404850.13,388772.94
Bankstown,2012-03-15,27.2,17.4,21.81,4,0,,419370.65,408800.41,392528.56
Bankstown,2012-03-16,29.3,17.6,23.0,5,0,,426679.51,419370.65,392942.73
Bankstown,2012-03-17,23.0,18.0,19.56,6,0,,369687.66,426679.51,363340.2
Bankstown,2012-03-18,21.7,15.9,18.76,7,0,,347274.4,369687.66,351846.82
Bankstown,2012-03-19,22.6,17.3,19.58,1,0,,391054.35,347274.4,394771.71
Bankstown,2012-03-20,24.6,15.1,19.36,2,0,,398347.72,391054.35,404850.13
Bankstown,2012-03-21,26.9,17.8,21.12,3,0,,406171.73,398347.72,408800.41
Bankstown,2012-03-22,19.9,16.9,17.98,4,0,,397206.82,406171.73,419370.65
Bankstown,2012-03-23,24.8,15.4,19.7,5,0,,388354.79,397206.82,426679.51
Bankstown,2012-03-24,23.2,11.6,16.53,6,0,,351883.18,388354.79,369687.66
Bankstown,2012-03-25,21.0,11.5,16.94,7,0,,343741.42,351883.18,347274.4
Bankstown,2012-03-26,23.8,13.4,19.27,1,0,,387746.82,343741.42,391054.35
Bankstown,2012-03-27,25.0,15.7,20.3,2,0,,396654.05,387746.82,398347.72
Bankstown,2012-03-28,22.9,18.0,20.24,3,0,,397102.52,396654.05,406171.73
Bankstown,2012-03-29,26.0,14.3,19.31,4,0,,395841.41,397102.52,397206.82
Bankstown,2012-03-30,23.1,14.7,18.23,5,0,,391600.93,395841.41,388354.79
Bankstown,2012-03-31,26.8,12.7,18.55,6,0,,357256.2,391600.93,351883.18
Bankstown,2012-04-01,26.2,13.4,19.09,7,0,,348154.64,357256.2,343741.42
Bankstown,2012-04-02,24.8,16.0,19.44,1,0,,395999.41,348154.64,387746.82
Bankstown,2012-04-03,28.6,14.1,19.44,2,0,,408388.85,395999.41,396654.05
Bankstown,2012-04-04,26.4,16.3,20.59,3,0,,409580.23,408388.85,397102.52
Bankstown,2012-04-05,25.4,16.5,20.37,4,0,,402367.77,409580.23,395841.41
Bankstown,2012-04-06,25.1,15.2,20.32,5,1,Good Friday,342574.69,402367.77,391600.93
Bankstown,2012-04-07,26.8,15.4,20.48,6,1,Easter Saturday,343931.25,342574.69,357256.2
Bankstown,2012-04-08,24.1,17.3,20.71,7,1,Easter Sunday,332758.43,343931.25,348154.64
Bankstown,2012-04-09,23.5,9.5,17.34,1,1,Easter Monday,333868.95,332758.43,395999.41
Bankstown,2012-04-10,17.6,9.3,13.93,2,0,,376766.21,333868.95,408388.85
Bankstown,2012-04-11,18.6,9.5,14.22,3,0,,387627.86,376766.21,409580.23
Bankstown,2012-04-12,20.5,11.0,15.22,4,0,,393704.42,387627.86,402367.77
Bankstown,2012-04-13,25.0,9.4,15.6,5,0,,391423.69,393704.42,342574.69
Bankstown,2012-04-14,25.1,11.5,18.36,6,0,,363312.52,391423.69,343931.25
Bankstown,2012-04-15,25.3,15.6,19.44,7,0,,353183.99,363312.52,332758.43
Bankstown,2012-04-16,23.7,11.9,18.18,1,0,,391627.03,353183.99,333868.95
Bankstown,2012-04-17,20.0,15.7,17.97,2,0,,398879.79,391627.03,376766.21
Bankstown,2012-04-18,20.7,16.4,18.51,3,0,,401258.93,398879.79,387627.86
Bankstown,2012-04-19,23.7,17.3,19.21,4,0,,401647.72,401258.93,393704.42
Bankstown,2012-04-20,26.1,15.9,20.18,5,0,,402277.76,401647.72,391423.69
Bankstown,2012-04-21,23.9,16.2,19.1,6,0,,373629.99,402277.76,363312.52
Bankstown,2012-04-22,23.4,14.0,18.65,7,0,,359378.24,373629.99,353183.99
Bankstown,2012-04-23,19.1,14.3,18.0,1,0,,402078.04,359378.24,391627.03
Bankstown,2012-04-24,24.0,12.4,15.99,2,0,,403882.0,402078.04,398879.79
Bankstown,2012-04-25,19.4,8.6,14.97,3,1,ANZAC Day,362238.57,403882.0,401258.93
Bankstown,2012-04-26,19.8,12.7,15.68,4,0,,398401.51,362238.57,401647.72
Bankstown,2012-04-27,21.8,9.1,15.07,5,0,,400880.43,398401.51,402277.76
Bankstown,2012-04-28,22.9,11.4,15.7,6,0,,372515.85,400880.43,373629.99
Bankstown,2012-04-29,18.9,8.9,14.28,7,0,,368438.09,372515.85,359378.24
Bankstown,2012-04-30,19.3,8.4,13.49,1,0,,409665.57,368438.09,402078.04
Bankstown,2012-05-01,22.3,9.3,15.08,2,0,,410902.37,409665.57,403882.0
Bankstown,2012-05-02,24.7,9.1,15.65,3,0,,409456.18,410902.37,362238.57
Bankstown,2012-05-03,21.8,12.1,16.13,4,0,,404405.23,409456.18,398401.51
Bankstown,2012-05-04,20.8,9.9,14.04,5,0,,405042.73,404405.23,400880.43
Bankstown,2012-05-05,19.6,11.1,14.38,6,0,,382842.66,405042.73,372515.85
Bankstown,2012-05-06,21.4,7.6,13.31,7,0,,373701.78,382842.66,368438.09
Bankstown,2012-05-07,18.0,8.1,12.0,1,0,,421528.67,373701.78,409665.57
Bankstown,2012-05-08,23.0,6.8,13.15,2,0,,414437.56,421528.67,410902.37
Bankstown,2012-05-09,26.8,7.1,14.62,3,0,,410601.9,414437.56,409456.18
Bankstown,2012-05-10,27.3,10.0,15.58,4,0,,410291.82,410601.9,404405.23
Bankstown,2012-05-11,25.3,10.4,15.3,5,0,,402941.64,410291.82,405042.73
Bankstown,2012-05-12,19.0,9.6,14.3,6,0,,378830.29,402941.64,382842.66
Bankstown,2012-05-13,17.3,5.2,12.49,7,0,,377763.84,378830.29,373701.78
Bankstown,2012-05-14,16.9,6.6,11.25,1,0,,431865.89,377763.84,421528.67
Bankstown,2012-05-15,18.5,6.7,12.29,2,0,,434595.25,431865.89,414437.56
Bankstown,2012-05-16,19.1,7.6,12.06,3,0,,429116.09,434595.25,410601.9
Bankstown,2012-05-17,20.3,7.1,11.49,4,0,,428212.67,429116.09,410291.82
Bankstown,2012-05-18,22.0,7.3,12.21,5,0,,424300.32,428212.67,402941.64
Bankstown,2012-05-19,20.9,6.5,11.6,6,0,,398945.36,424300.32,378830.29
Bankstown,2012-05-20,16.0,6.0,10.69,7,0,,394088.79,398945.36,377763.84
Bankstown,2012-05-21,20.1,8.4,12.99,1,0,,426025.51,394088.79,431865.89
Bankstown,2012-05-22,20.4,5.8,11.38,2,0,,431342.51,426025.51,434595.25
Bankstown,2012-05-23,21.7,3.7,10.83,3,0,,429612.88,431342.51,429116.09
Bankstown,2012-05-24,14.5,4.0,9.73,4,0,,447775.23,429612.88,428212.67
Bankstown,2012-05-25,17.7,11.6,14.27,5,0,,435521.65,447775.23,424300.32
Bankstown,2012-05-26,16.8,7.3,12.92,6,0,,413093.18,435521.65,398945.36
Bankstown,2012-05-27,17.7,8.3,13.3,7,0,,399868.61,413093.18,394088.79
Bankstown,2012-05-28,17.5,7.3,12.92,1,0,,439150.28,399868.61,426025.51
Bankstown,2012-05-29,16.0,7.7,12.17,2,0,,446103.52,439150.28,431342.51
Bankstown,2012-05-30,17.7,6.6,11.35,3,0,,442124.58,446103.52,429612.88
Bankstown,2012-05-31,18.0,11.0,14.34,4,0,,437417.62,442124.58,447775.23
Bankstown,2012-06-01,18.5,8.8,13.41,5,0,,434890.74,437417.62,435521.65
Bankstown,2012-06-02,17.4,12.3,14.57,6,0,,410136.19,434890.74,413093.18
Bankstown,2012-06-03,14.9,12.5,14.06,7,0,,399310.3,410136.19,399868.61
Bankstown,2012-06-04,20.0,9.3,14.31,1,0,,428789.11,399310.3,439150.28
Bankstown,2012-06-05,15.3,7.5,12.0,2,0,,459735.81,428789.11,446103.52
Bankstown,2012-06-06,14.6,9.7,12.42,3,0,,460865.55,459735.81,442124.58
Bankstown,2012-06-07,15.8,5.2,10.31,4,0,,458629.48,460865.55,437417.62
Bankstown,2012-06-08,16.6,3.8,7.95,5,0,,461695.85,458629.48,434890.74
Bankstown,2012-06-09,17.3,4.0,8.43,6,0,,430530.99,461695.85,410136.19
Bankstown,2012-06-10,14.0,8.3,10.95,7,0,,422503.18,430530.99,399310.3
Bankstown,2012-06-11,13.7,11.1,12.29,1,1,Queen's Birthday,432085.76,422503.18,428789.11
Bankstown,2012-06-12,17.7,11.8,14.08,2,0,,449777.59,432085.76,459735.81
Bankstown,2012-06-13,15.5,8.3,12.67,3,0,,448515.23,449777.59,460865.55
Bankstown,2012-06-14,18.5,8.9,12.48,4,0,,437788.53,448515.23,458629.48
Bankstown,2012-06-15,20.4,7.7,12.27,5,0,,430750.2,437788.53,461695.85
Bankstown,2012-06-16,13.0,7.8,11.19,6,0,,427615.14,430750.2,430530.99
Bankstown,2012-06-17,18.2,7.4,12.29,7,0,,401400.53,427615.14,422503.18
Bankstown,2012-06-18,18.2,4.6,10.85,1,0,,438433.64,401400.53,432085.76
Bankstown,2012-06-19,18.7,4.1,11.81,2,0,,447827.05,438433.64,449777.59
Bankstown,2012-06-20,16.8,4.6,8.93,3,0,,457298.76,447827.05,448515.23
Bankstown,2012-06-21,17.6,2.6,10.29,4,0,,459023.55,457298.76,437788.53
Bankstown,2012-06-22,17.2,6.3,13.57,5,0,,451168.07,459023.55,430750.2
Bankstown,2012-06-23,16.3,4.6,10.42,6,0,,429643.4,451168.07,427615.14
Bankstown,2012-06-24,17.4,2.8,9.89,7,0,,421622.21,429643.4,401400.53
Bankstown,2012-06-25,18.9,1.7,10.42,1,0,,455847.6,421622.21,438433.64
Bankstown,2012-06-26,12.9,6.6,11.03,2,0,,470931.23,455847.6,447827.05
Bankstown,2012-06-27,15.3,5.2,10.5,3,0,,458750.46,470931.23,457298.76
Bankstown,2012-06-28,17.5,5.0,10.02,4,0,,450900.95,458750.46,459023.55
Bankstown,2012-06-29,19.5,8.5,12.64,5,0,,432279.45,450900.95,451168.07
Bankstown,2012-06-30,19.2,4.8,10.88,6,0,,404625.46,432279.45,429643.4
Bankstown,2012-07-01,15.5,6.0,9.95,7,0,,410333.71,404625.46,421622.21
Bankstown,2012-07-02,15.7,2.0,9.5,1,0,,452045.64,410333.71,455847.6
Bankstown,2012-07-03,15.4,5.4,9.54,2,0,,459326.95,452045.64,470931.23
Bankstown,2012-07-04,15.5,6.4,10.6,3,0,,460503.4,459326.95,458750.46
Bankstown,2012-07-05,14.5,8.4,10.59,4,0,,459984.3,460503.4,450900.95
Bankstown,2012-07-06,14.5,8.8,10.9,5,0,,458303.1,459984.3,432279.45
Bankstown,2012-07-07,14.6,8.1,10.91,6,0,,426962.61,458303.1,404625.46
Bankstown,2012-07-08,18.0,6.2,10.93,7,0,,403069.74,426962.61,410333.71
Bankstown,2012-07-09,17.9,4.2,9.82,1,0,,442355.02,403069.74,452045.64
Bankstown,2012-07-10,17.9,5.8,11.52,2,0,,450597.98,442355.02,459326.95
Bankstown,2012-07-11,19.4,8.8,13.25,3,0,,424285.99,450597.98,460503.4
Bankstown,2012-07-12,16.1,8.1,11.79,4,0,,438147.45,424285.99,459984.3
Bankstown,2012-07-13,23.1,8.7,14.77,5,0,,412392.92,438147.45,458303.1
Bankstown,2012-07-14,19.2,6.6,11.92,6,0,,385773.46,412392.92,426962.61
Bankstown,2012-07-15,17.0,4.6,10.93,7,0,,384298.96,385773.46,403069.74
Bankstown,2012-07-16,19.7,5.1,10.73,1,0,,431290.23,384298.96,442355.02
Bankstown,2012-07-17,19.9,3.9,9.31,2,0,,435355.62,431290.23,450597.98
Bankstown,2012-07-18,18.5,5.4,10.54,3,0,,427240.25,435355.62,424285.99
Bankstown,2012-07-19,14.1,3.9,9.36,4,0,,444732.28,427240.25,438147.45
Bankstown,2012-07-20,15.6,4.7,10.05,5,0,,445369.38,444732.28,412392.92
Bankstown,2012-07-21,14.9,9.1,12.19,6,0,,416852.21,445369.38,385773.46
Bankstown,2012-07-22,16.2,8.4,11.58,7,0,,402315.48,416852.21,384298.96
Bankstown,2012-07-23,15.2,8.7,12.23,1,0,,438994.71,402315.48,431290.23
Bankstown,2012-07-24,13.9,9.5,11.67,2,0,,447859.46,438994.71,435355.62
Bankstown,2012-07-25,18.7,8.1,12.0,3,0,,432249.6,447859.46,427240.25
Bankstown,2012-07-26,18.7,7.7,12.62,4,0,,430052.82,432249.6,444732.28
Bankstown,2012-07-27,17.1,4.7,10.47,5,0,,433459.68,430052.82,445369.38
Bankstown,2012-07-28,17.2,5.4,11.07,6,0,,409413.32,433459.68,416852.21
Bankstown,2012-07-29,15.2,4.7,10.05,7,0,,404101.01,409413.32,402315.48
Bankstown,2012-07-30,14.4,5.4,10.59,1,0,,448795.36,404101.01,438994.71
Bankstown,2012-07-31,14.5,6.3,10.28,2,0,,462908.02,448795.36,447859.46
Bankstown,2012-08-01,15.0,5.4,9.78,3,0,,460452.62,462908.02,432249.6
Bankstown,2012-08-02,15.5,4.3,9.25,4,0,,455838.79,460452.62,430052.82
Bankstown,2012-08-03,17.6,3.1,9.26,5,0,,445094.42,455838.79,433459.68
Bankstown,2012-08-04,19.5,1.3,9.88,6,0,,403583.59,445094.42,409413.32
Bankstown,2012-08-05,20.8,1.6,11.72,7,0,,384765.12,403583.59,404101.01
Bankstown,2012-08-06,17.4,4.8,11.9,1,0,,422241.04,384765.12,448795.36
Bankstown,2012-08-07,17.3,4.0,9.52,2,0,,441987.0,422241.04,462908.02
Bankstown,2012-08-08,20.8,0.7,9.17,3,0,,432491.69,441987.0,460452.62
Bankstown,2012-08-09,18.5,5.5,11.97,4,0,,430658.18,432491.69,455838.79
Bankstown,2012-08-10,14.6,6.5,11.26,5,0,,452458.12,430658.18,445094.42
Bankstown,2012-08-11,15.7,8.9,13.05,6,0,,420602.87,452458.12,403583.59
Bankstown,2012-08-12,14.4,10.3,12.36,7,0,,404179.4,420602.87,384765.12
Bankstown,2012-08-13,18.3,6.3,11.54,1,0,,431407.53,404179.4,422241.04
Bankstown,2012-08-14,18.0,3.7,9.98,2,0,,440079.95,431407.53,441987.0
Bankstown,2012-08-15,21.7,3.3,11.76,3,0,,423073.74,440079.95,432491.69
Bankstown,2012-08-16,19.2,5.9,12.57,4,0,,418297.44,423073.74,430658.18
Bankstown,2012-08-17,21.2,3.2,11.47,5,0,,423719.4,418297.44,452458.12
Bankstown,2012-08-18,17.8,9.2,13.42,6,0,,395435.47,423719.4,420602.87
Bankstown,2012-08-19,18.7,4.9,11.66,7,0,,384082.21,395435.47,404179.4
Bankstown,2012-08-20,18.2,3.4,10.2,1,0,,430378.13,384082.21,431407.53
Bankstown,2012-08-21,21.1,6.4,13.04,2,0,,421539.67,430378.13,440079.95
Bankstown,2012-08-22,23.1,6.8,14.81,3,0,,403511.25,421539.67,423073.74
Bankstown,2012-08-23,28.7,10.4,19.28,4,0,,393408.37,403511.25,418297.44
Bankstown,2012-08-24,18.8,10.8,14.96,5,0,,395343.25,393408.37,423719.4
Bankstown,2012-08-25,19.3,6.7,12.76,6,0,,371047.61,395343.25,395435.47
Bankstown,2012-08-26,19.6,3.2,10.62,7,0,,368498.66,371047.61,384082.21
Bankstown,2012-08-27,18.9,5.8,12.28,1,0,,414107.5,368498.66,430378.13
Bankstown,2012-08-28,19.5,4.5,12.17,2,0,,416455.57,414107.5,421539.67
Bankstown,2012-08-29,21.1,5.7,12.79,3,0,,407215.1,416455.57,403511.25
Bankstown,2012-08-30,21.2,8.6,14.37,4,0,,397276.21,407215.1,393408.37
Bankstown,2012-08-31,17.4,6.1,11.6,5,0,,413165.09,397276.21,395343.25
Bankstown,2012-09-01,15.9,2.9,10.42,6,0,,397240.51,413165.09,371047.61
Bankstown,2012-09-02,19.6,6.0,11.34,7,0,,370835.55,397240.51,368498.66
Bankstown,2012-09-03,20.3,4.0,10.77,1,0,,405504.98,370835.55,414107.5
Bankstown,2012-09-04,23.7,3.9,12.33,2,0,,403261.68,405504.98,416455.57
Bankstown,2012-09-05,27.2,4.5,17.47,3,0,,386404.74,403261.68,407215.1
Bankstown,2012-09-06,26.9,11.4,21.4,4,0,,377701.99,386404.74,397276.21
Bankstown,2012-09-07,20.7,7.5,15.51,5,0,,382219.78,377701.99,413165.09
Bankstown,2012-09-08,20.1,9.2,15.1,6,0,,358177.87,382219.78,397240.51
Bankstown,2012-09-09,19.5,6.8,13.92,7,0,,347751.62,358177.87,370835.55
Bankstown,2012-09-10,24.1,4.7,12.56,1,0,,387363.35,347751.62,405504.98
Bankstown,2012-09-11,20.0,9.5,14.79,2,0,,389059.13,387363.35,403261.68
Bankstown,2012-09-12,22.0,7.6,13.63,3,0,,385348.39,389059.13,386404.74
Bankstown,2012-09-13,22.4,8.2,12.74,4,0,,396318.69,385348.39,377701.99
Bankstown,2012-09-14,17.7,6.0,11.26,5,0,,393868.07,396318.69,382219.78
Bankstown,2012-09-15,17.8,5.1,12.23,6,0,,366898.43,393868.07,358177.87
Bankstown,2012-09-16,19.9,6.9,13.3,7,0,,348938.38,366898.43,347751.62
Bankstown,2012-09-17,19.0,12.1,15.6,1,0,,383819.24,348938.38,387363.35
Bankstown,2012-09-18,22.2,10.7,15.43,2,0,,390136.04,383819.24,389059.13
Bankstown,2012-09-19,21.5,8.3,14.1,3,0,,382658.15,390136.04,385348.39
Bankstown,2012-09-20,21.8,8.9,15.4,4,0,,381959.51,382658.15,396318.69
Bankstown,2012-09-21,23.8,11.1,16.14,5,0,,371604.27,381959.51,393868.07
Bankstown,2012-09-22,20.2,8.7,14.47,6,0,,347846.88,371604.27,366898.43
Bankstown,2012-09-23,25.3,7.3,16.36,7,0,,330883.69,347846.88,348938.38
Bankstown,2012-09-24,22.5,11.2,17.06,1,0,,368688.57,330883.69,383819.24
Bankstown,2012-09-25,17.1,11.3,14.63,2,0,,379210.01,368688.57,390136.04
Bankstown,2012-09-26,21.1,10.9,16.58,3,0,,372789.82,379210.01,382658.15
Bankstown,2012-09-27,25.3,9.7,16.88,4,0,,369587.26,372789.82,381959.51
Bankstown,2012-09-28,32.2,17.2,24.76,5,0,,371698.65,369587.26,371604.27
Bankstown,2012-09-29,21.9,11.9,18.33,6,0,,334390.35,371698.65,347846.88
Bankstown,2012-09-30,20.4,4.4,13.21,7,0,,322756.96,334390.35,330883.69
Bankstown,2012-10-01,19.6,7.9,14.17,1,1,Labour Day,330881.12,322756.96,368688.57
Bankstown,2012-10-02,20.2,9.8,14.76,2,0,,367675.89,330881.12,379210.01
Bankstown,2012-10-03,29.5,8.5,17.41,3,0,,370537.75,367675.89,372789.82
Bankstown,2012-10-04,31.4,9.5,21.03,4,0,,372210.05,370537.75,369587.26
Bankstown,2012-10-05,33.1,14.6,21.01,5,0,,378966.75,372210.05,371698.65
Bankstown,2012-10-06,17.8,15.5,16.49,6,0,,348386.75,378966.75,334390.35
Bankstown,2012-10-07,18.6,11.2,15.31,7,0,,328900.06,348386.75,322756.96
Bankstown,2012-10-08,17.7,12.9,14.95,1,0,,369217.31,328900.06,330881.12
Bankstown,2012-10-09,18.4,9.4,13.68,2,0,,375301.88,369217.31,367675.89
Bankstown,2012-10-10,23.8,6.9,15.36,3,0,,373486.37,375301.88,370537.75
Bankstown,2012-10-11,18.5,11.8,14.48,4,0,,384399.95,373486.37,372210.05
Bankstown,2012-10-12,15.7,8.0,11.4,5,0,,397326.32,384399.95,378966.75
Bankstown,2012-10-13,17.7,5.7,11.42,6,0,,355793.89,397326.32,348386.75
Bankstown,2012-10-14,19.2,9.8,14.35,7,0,,337200.08,355793.89,328900.06
Bankstown,2012-10-15,26.4,8.3,15.83,1,0,,370415.32,337200.08,369217.31
Bankstown,2012-10-16,32.3,10.3,21.54,2,0,,376437.03,370415.32,375301.88
Bankstown,2012-10-17,21.8,14.4,18.05,3,0,,368684.9,376437.03,373486.37
Bankstown,2012-10-18,21.5,16.0,18.51,4,0,,373241.11,368684.9,384399.95
Bankstown,2012-10-19,29.1,12.8,20.13,5,0,,379055.88,373241.11,397326.32
Bankstown,2012-10-20,31.9,14.0,20.7,6,0,,348295.69,379055.88,355793.89
Bankstown,2012-10-21,27.6,11.2,17.03,7,0,,327220.56,348295.69,337200.08
Bankstown,2012-10-22,17.3,11.5,13.75,1,0,,365364.79,327220.56,370415.32
Bankstown,2012-10-23,18.9,9.0,14.72,2,0,,364924.73,365364.79,376437.03
Bankstown,2012-10-24,22.8,8.4,16.46,3,0,,372397.67,364924.73,368684.9
Bankstown,2012-10-25,28.5,9.9,18.52,4,0,,375837.19,372397.67,373241.11
Bankstown,2012-10-26,23.7,16.3,18.49,5,0,,366903.65,375837.19,379055.88
Bankstown,2012-10-27,19.0,8.7,15.49,6,0,,334736.95,366903.65,348295.69
Bankstown,2012-10-28,19.2,10.5,15.76,7,0,,325778.9,334736.95,327220.56
Bankstown,2012-10-29,22.0,8.9,16.08,1,0,,366519.18,325778.9,365364.79
Bankstown,2012-10-30,24.5,10.9,17.65,2,0,,375423.12,366519.18,364924.73
Bankstown,2012-10-31,28.8,12.5,20.06,3,0,,383240.06,375423.12,372397.67
Bankstown,2012-11-01,32.1,13.4,22.93,4,0,,382202.02,383240.06,375837.19
Bankstown,2012-11-02,18.8,14.9,17.07,5,0,,362790.11,382202.02,366903.65
Bankstown,2012-11-03,17.8,13.1,15.16,6,0,,339754.71,362790.11,334736.95
Bankstown,2012-11-04,23.1,14.2,18.42,7,0,,332406.61,339754.71,325778.9
Bankstown,2012-11-05,27.6,13.3,20.01,1,0,,385208.91,332406.61,366519.18
Bankstown,2012-11-06,28.6,19.1,22.74,2,0,,392456.63,385208.91,375423.12
Bankstown,2012-11-07,25.5,18.7,21.37,3,0,,385209.8,392456.63,383240.06
Bankstown,2012-11-08,25.5,17.3,20.77,4,0,,386343.82,385209.8,382202.02
Bankstown,2012-11-09,27.4,17.7,21.17,5,0,,382771.16,386343.82,362790.11
Bankstown,2012-11-10,19.0,14.1,17.32,6,0,,336367.1,382771.16,339754.71
Bankstown,2012-11-11,20.4,10.2,15.84,7,0,,321501.73,336367.1,332406.61
Bankstown,2012-11-12,24.0,9.6,17.55,1,0,,366313.97,321501.73,385208.91
Bankstown,2012-11-13,20.4,14.1,17.45,2,0,,368267.02,366313.97,392456.63
Bankstown,2012-11-14,19.0,15.0,17.05,3,0,,372542.38,368267.02,385209.8
Bankstown,2012-11-15,26.0,13.6,20.22,4,0,,381215.09,372542.38,386343.82
Bankstown,2012-11-16,19.4,14.7,16.72,5,0,,374128.47,381215.09,382771.16
Bankstown,2012-11-17,20.5,13.1,16.83,6,0,,336238.5,374128.47,336367.1
Bankstown,2012-11-18,24.0,12.7,18.5,7,0,,324966.34,336238.5,321501.73
Bankstown,2012-11-19,18.8,10.8,15.79,1,0,,363143.49,324966.34,366313.97
Bankstown,2012-11-20,20.8,11.9,17.1,2,0,,365152.35,363143.49,368267.02
Bankstown,2012-11-21,24.5,10.1,18.39,3,0,,372732.72,365152.35,372542.38
Bankstown,2012-11-22,19.3,16.5,18.01,4,0,,372460.93,372732.72,381215.09
Bankstown,2012-11-23,21.0,13.5,17.58,5,0,,370907.78,372460.93,374128.47
Bankstown,2012-11-24,25.4,14.3,20.37,6,0,,350982.95,370907.78,336238.5
Bankstown,2012-11-25,33.1,16.7,24.37,7,0,,370227.72,350982.95,324966.34
Bankstown,2012-11-26,24.9,20.1,21.83,1,0,,408612.87,370227.72,363143.49
Bankstown,2012-11-27,23.8,18.2,20.11,2,0,,399762.79,408612.87,365152.35
Bankstown,2012-11-28,21.8,16.8,19.62,3,0,,392432.58,399762.79,372732.72
Bankstown,2012-11-29,27.7,19.8,23.36,4,0,,420609.33,392432.58,372460.93
Bankstown,2012-11-30,33.4,20.4,25.52,5,0,,456097.84,420609.33,370907.78
Bankstown,2012-12-01,35.6,23.2,27.3,6,0,,420370.49,456097.84,350982.95
Bankstown,2012-12-02,24.8,19.3,21.35,7,0,,358747.42,420370.49,370227.72
Bankstown,2012-12-03,22.3,16.5,18.9,1,0,,385927.25,358747.42,408612.87
Bankstown,2012-12-04,29.4,14.6,21.05,2,0,,380390.14,385927.25,399762.79
Bankstown,2012-12-05,25.0,11.3,19.27,3,0,,369530.78,380390.14,392432.58
Bankstown,2012-12-06,21.2,9.7,16.67,4,0,,374974.71,369530.78,420609.33
Bankstown,2012-12-07,22.4,16.4,19.07,5,0,,378900.82,374974.71,456097.84
Bankstown,2012-12-08,27.0,17.0,22.18,6,0,,365893.81,378900.82,420370.49
Bankstown,2012-12-09,25.4,17.7,19.84,7,0,,343776.29,365893.81,358747.42
Bankstown,2012-12-10,20.6,16.0,18.38,1,0,,373372.03,343776.29,385927.25
Bankstown,2012-12-11,20.5,17.5,18.7,2,0,,374347.59,373372.03,380390.14
Bankstown,2012-12-12,25.8,15.7,20.13,3,0,,383889.8,374347.59,369530.78
Bankstown,2012-12-13,26.6,13.1,20.95,4,0,,394954.89,383889.8,374974.71
